id,城市,岗位,薪资,年限,学历要求,公司名称,公司类型,公司规模,创建时间
1,广州,Java后端,10.0,3.0,本科,震海集团,互联网,299,2024-09-10 16:00:00
2,广州,Java后端,5.0,0.0,大专,半度文化,广播/影视,59,2024-06-01 07:00:00
3,广州,Java后端,10.5,3.0,大专,葡萄柚,互联网,59,2024-03-05 15:00:00
4,广州,Java后端,25.0,5.0,本科,老百姓大药房,医疗健康,10000,2024-12-15 06:00:00
5,广州,Java后端,25.0,3.0,本科,某大型生活服务(O2O)上市公司,生活服务(O2O),5499,2024-04-03 13:00:00
6,广州,Java后端,11.0,3.0,本科,广州悦羚设计工程,装修装饰,59,2024-09-25 10:00:00
7,广州,Java后端,12.5,3.0,本科,顺然,计算机软件,299,2024-04-01 09:00:00
8,广州,Java后端,9.5,1.0,本科,奥祥投资,其他行业,59,2024-08-02 11:00:00
9,广州,Java后端,18.5,3.0,本科,易诚互动,互联网,5499,2024-11-24 00:00:00
10,广州,Java后端,11.0,0.0,大专,乐小龙,运营商/增值服务,59,2024-07-22 08:00:00
11,广州,Java后端,16.5,3.0,大专,天机智投,广告营销,59,2024-06-20 15:00:00
12,广州,Java后端,10.5,3.0,本科,德科信息,计算机软件,5499,2024-11-17 20:00:00
13,广州,Java后端,20.0,3.0,本科,库洛,游戏,5499,2024-10-28 09:00:00
14,广州,Java后端,17.5,3.0,本科,保号科技,计算机服务,10,2024-03-10 03:00:00
15,广州,Java后端,25.0,3.0,本科,某中型互联网公司,互联网,749,2024-11-03 08:00:00
16,广州,Java后端,16.5,3.0,本科,法本,计算机软件,10000,2024-08-03 17:00:00
17,广州,Java后端,20.5,3.0,学历不限,某大型银行公司,银行,5499,2024-01-21 16:00:00
18,广州,Java后端,60.0,5.0,硕士,某知名基金公司,基金,5499,2024-10-07 10:00:00
19,广州,Java后端,11.0,1.0,大专,润建股份,互联网,5499,2024-08-21 17:00:00
20,广州,Java后端,11.5,1.0,大专,寰讯智能,计算机软件,59,2024-01-14 16:00:00
21,广州,Java后端,11.5,3.0,大专,绛门科技,计算机软件,749,2024-12-17 10:00:00
22,广州,Java后端,14.0,3.0,大专,融合科技,电子商务,299,2024-06-08 04:00:00
23,广州,Java后端,15.0,3.0,本科,龙腾出行,互联网,299,2024-05-25 16:00:00
24,广州,Java后端,14.5,3.0,大专,睿尚迅纺,批发/零售,299,2024-03-16 18:00:00
25,广州,Java后端,22.5,3.0,本科,广西某大型社交网络与媒体非上市公司,社交网络与媒体,5499,2024-01-09 11:00:00
26,广州,Java后端,13.5,5.0,本科,湖南智软信息技术...,互联网,299,2024-08-25 11:00:00
27,广州,Java后端,5.0,0.0,大专,匠邦互联网,计算机软件,59,2024-10-15 10:00:00
28,广州,Java后端,15.0,3.0,本科,瑞友慧智,计算机软件,749,2024-07-12 11:00:00
29,广州,Java后端,11.5,1.0,大专,广州寰越创新技术,人工智能,299,2024-08-27 16:00:00
30,广州,Java后端,24.5,0.0,本科,某小型计算机软件（智慧实验室管理平台）公司,计算机软件,59,2024-04-25 11:00:00
31,广州,Java后端,5.0,0.0,大专,半度文化,广播/影视,59,2024-06-30 12:00:00
32,广州,Java后端,10.5,3.0,本科,南方医务通,移动互联网,59,2024-12-09 11:00:00
33,广州,Java后端,47.5,5.0,本科,某500强上市公司,银行,5499,2024-05-12 08:00:00
34,广州,Java后端,22.5,0.0,本科,北京外企德科人力...,人力资源服务,5499,2024-05-31 10:00:00
35,广州,Java后端,14.0,3.0,本科,中电金信,计算机软件,10000,2024-04-14 13:00:00
36,广州,Java后端,22.5,1.0,本科,华为,计算机软件,10000,2024-08-22 08:00:00
37,广州,Java后端,30.0,3.0,硕士,某大型银行上市公司,银行,10000,2024-04-04 12:00:00
38,广州,Java后端,12.5,3.0,学历不限,广州极联,计算机软件,10,2024-09-17 15:00:00
39,广州,Java后端,12.5,3.0,本科,南昌恒泰文远信息科技,互联网,59,2024-12-19 18:00:00
40,广州,Java后端,20.0,5.0,本科,元盟科技,互联网,59,2024-12-27 09:00:00
41,广州,Java后端,6.5,1.0,大专,广州中造科技有限公司,批发/零售,10,2024-11-03 12:00:00
42,广州,Java后端,7.0,1.0,本科,泽法科技,互联网,299,2024-12-20 17:00:00
43,广州,Java后端,32.5,5.0,本科,某中型互联网金融上市公司,互联网金融,299,2024-08-22 14:00:00
44,广州,Java后端,11.0,3.0,大专,广州彩科信息科技,计算机服务,299,2024-06-26 08:00:00
46,广州,Java后端,11.5,1.0,大专,广东天健,计算机软件,299,2024-03-17 19:00:00
47,广州,Java后端,12.5,1.0,本科,韦欣服装,服装/纺织,299,2024-08-29 10:00:00
48,广州,Java后端,15.5,1.0,大专,上海君兴,企业服务,59,2024-11-22 11:00:00
49,广州,Java后端,14.5,3.0,本科,神州信息,计算机软件,10000,2024-10-15 17:00:00
50,广州,Java后端,5.5,0.0,大专,广州市亿易联电子...,互联网,10,2024-08-07 11:00:00
51,广州,Java后端,6.5,1.0,本科,广州慧程,计算机软件,59,2024-09-11 16:00:00
52,广州,Java后端,6.0,1.0,大专,够嗨科技,互联网,10,2024-10-08 09:00:00
53,广州,Java后端,12.5,5.0,大专,我出价网,电子商务,10,2024-08-01 09:00:00
54,广州,Java后端,16.5,5.0,大专,九微,计算机软件,59,2024-08-01 09:00:00
55,广州,Java后端,14.5,3.0,本科,优路,互联网,59,2024-08-19 08:00:00
56,广州,Java后端,10.5,3.0,大专,印象网络,智能硬件,59,2024-10-05 06:00:00
57,广州,Java后端,8.0,0.0,本科,迈络科技,计算机服务,59,2024-09-10 11:00:00
58,广州,Java后端,7.5,1.0,大专,耀维,计算机软件,10,2024-09-01 17:00:00
59,广州,Java后端,10.0,3.0,大专,聚拓软件,计算机软件,59,2024-04-26 10:00:00
60,广州,Java后端,12.5,3.0,大专,深圳市睿饰企业服务,互联网,59,2024-05-28 11:00:00
61,广州,Java后端,40.0,5.0,大专,某国际互联网公司,互联网,299,2024-06-12 10:00:00
62,广州,Java后端,62.5,5.0,本科,某大型知名银行公司,银行,10000,2024-09-11 17:00:00
63,广州,Java后端,8.0,1.0,本科,莫斯光年,移动互联网,10,2024-08-03 10:00:00
65,广州,Java后端,11.0,3.0,大专,越亮传奇,互联网,749,2024-09-04 10:00:00
66,广州,Java后端,7.0,1.0,本科,广东颐点软件科技,计算机软件,59,2024-12-20 13:00:00
67,广州,Java后端,7.0,3.0,大专,佰潆科技,宠物服务,59,2024-04-28 10:00:00
68,广州,Java后端,40.0,0.0,本科,上海从鲸信息技术,互联网,749,2024-05-29 16:00:00
69,广州,Java后端,30.0,5.0,本科,某大型电子商务公司,电子商务,10000,2024-03-26 13:00:00
70,广州,Java后端,11.5,5.0,大专,上海思芮,计算机软件,5499,2024-02-21 17:00:00
71,广州,Java后端,23.5,5.0,本科,天翼云科技公司,互联网,5499,2024-07-07 14:00:00
72,广州,Java后端,2.0,0.0,学历不限,雷兰科技公司,计算机软件,10,2024-06-04 09:00:00
73,广州,Java后端,24.0,5.0,本科,某大型电子商务公司,电子商务,10000,2024-05-09 15:00:00
74,广州,Java后端,13.5,5.0,大专,北京人和创建,人力资源服务,749,2024-12-29 12:00:00
75,广州,Java后端,16.5,5.0,本科,广州西皮柚科技公司,计算机软件,59,2024-05-05 10:00:00
76,广州,Java后端,16.0,3.0,本科,建网科技,计算机软件,59,2024-10-04 14:00:00
77,广州,Java后端,10.0,1.0,本科,希维科技(广州)...,计算机软件,59,2024-05-14 15:00:00
78,广州,Java后端,12.0,3.0,本科,赞同科技,互联网,5499,2024-03-03 12:00:00
79,广州,Java后端,6.5,1.0,本科,星知安教,企业服务,59,2024-05-21 15:00:00
80,广州,Java后端,10.0,5.0,本科,京师讯飞,互联网,299,2024-12-25 14:00:00
81,广州,Java后端,7.0,1.0,大专,广州健云,电子商务,59,2024-05-26 10:00:00
82,广州,Java后端,11.0,3.0,大专,广电运通信息,互联网金融,299,2024-06-13 09:00:00
83,广州,Java后端,11.5,3.0,本科,广州南天,计算机软件,5499,2024-07-21 08:00:00
84,广州,Java后端,11.5,1.0,本科,神州智云,互联网,59,2024-11-10 00:00:00
85,广州,Java后端,18.0,3.0,大专,灵刃科技,互联网,59,2024-04-13 05:00:00
86,广州,Java后端,12.5,3.0,本科,锦江电商,电子商务,299,2024-04-23 09:00:00
87,广州,Java后端,6.5,3.0,大专,广州点迪信息科技,计算机软件,10,2024-08-12 14:00:00
88,广州,Java后端,12.0,3.0,大专,柚柚兔,计算机软件,10,2024-07-12 12:00:00
89,广州,Java后端,12.5,3.0,本科,广州慧合信息科技,企业服务,10,2024-09-13 10:00:00
90,广州,Java后端,25.0,5.0,本科,某大型互联网公司,互联网,299,2024-12-08 11:00:00
91,广州,Java后端,6.5,1.0,本科,广州素米,计算机服务,59,2024-01-11 10:00:00
92,广州,Java后端,10.0,1.0,本科,拓波软件,计算机软件,59,2024-05-02 10:00:00
93,广州,Java后端,11.5,1.0,本科,易的软件,新零售,59,2024-12-01 10:00:00
94,广州,Java后端,10.5,5.0,本科,藤原创意,文化艺术/娱乐,299,2024-10-26 14:00:00
95,广州,Java后端,4.5,0.0,大专,天志软件科技有限公司,计算机软件,10,2024-12-22 01:00:00
96,广州,Java后端,8.0,3.0,大专,集和堂,医疗健康,749,2024-07-06 09:00:00
97,广州,Java后端,7.5,0.0,本科,南京辰晖智能网络科技,互联网,10,2024-09-17 12:00:00
98,广州,Java后端,12.5,1.0,本科,臻善科技,计算机软件,5499,2024-04-08 11:00:00
99,广州,Java后端,13.5,3.0,本科,亿达信息,计算机软件,5499,2024-09-29 07:00:00
100,广州,Java后端,15.5,1.0,大专,好彩网络,电子商务,59,2024-08-20 11:00:00
101,广州,Java后端,7.0,0.0,大专,浙江力得,医疗健康,299,2024-08-07 14:00:00
102,广州,Java后端,14.0,1.0,大专,比逗文化,电子商务,59,2024-08-10 10:00:00
103,广州,Java后端,28.0,0.0,本科,重庆某小型互联网公司,互联网,59,2024-06-13 10:00:00
104,广州,Java后端,14.5,3.0,本科,华超科技,计算机软件,299,2024-11-13 08:00:00
105,广州,Java后端,14.0,3.0,大专,广联网络(广东)...,计算机软件,59,2024-07-08 15:00:00
106,广州,Java后端,12.0,1.0,本科,聚超软件,计算机软件,59,2024-11-09 19:00:00
107,广州,Java后端,17.0,1.0,本科,广易互联,计算机软件,59,2024-05-14 11:00:00
108,广州,Java后端,20.5,5.0,学历不限,头石蓝,音乐/视频/阅读,10,2024-06-15 14:00:00
109,广州,Java后端,9.0,1.0,大专,卡姿兰集团,日化,5499,2024-09-17 18:00:00
110,广州,Java后端,12.0,3.0,本科,赛意信息,计算机软件,10000,2024-03-11 11:00:00
111,广州,Java后端,10.0,1.0,本科,鲸旗网络,社交网络与媒体,59,2024-10-27 09:00:00
112,广州,Java后端,10.5,1.0,大专,乘单智能,企业服务,10,2024-08-29 11:00:00
113,广州,Java后端,30.0,5.0,本科,某大型交通公司,交通/运输,749,2024-02-22 11:00:00
114,广州,Java后端,16.5,3.0,本科,网易游戏,游戏,10000,2024-07-17 10:00:00
115,广州,Java后端,9.5,3.0,本科,阿尔法,计算机软件,10,2024-04-16 10:00:00
116,广州,Java后端,16.5,5.0,本科,泺立能源科技,电力/热力/燃气/水利,299,2024-08-04 12:00:00
117,广州,Java后端,30.0,5.0,本科,爱拼一族,生活服务(O2O),10,2024-11-11 15:00:00
118,广州,Java后端,26.5,0.0,本科,某大型国际计算机软件公司,计算机软件,10000,2024-10-02 15:00:00
119,广州,Java后端,14.5,3.0,大专,广州科帕,计算机硬件,299,2024-03-08 10:00:00
120,广州,Java后端,7.5,1.0,本科,皓云原智,计算机软件,59,2024-08-22 14:00:00
121,广州,Java后端,34.5,0.0,本科,今日头条,互联网,10000,2024-04-28 09:00:00
122,广州,Java后端,13.0,3.0,本科,云创,计算机软件,59,2024-04-12 14:00:00
123,广州,Java后端,9.0,0.0,硕士,广州智睿思维,计算机软件,10,2024-03-08 10:00:00
124,广州,Java后端,12.5,3.0,大专,科福美,互联网,10,2024-06-15 20:00:00
125,广州,Java后端,12.5,0.0,大专,广州广昴,计算机软件,10,2024-07-13 22:00:00
126,广州,Java后端,11.5,1.0,大专,布枢科技,企业服务,59,2024-09-07 13:00:00
127,广州,Java后端,10.0,3.0,本科,红匣子APP开发,移动互联网,59,2024-03-12 10:00:00
128,广州,Java后端,14.5,5.0,本科,侨银股份,环保,10000,2024-08-25 13:00:00
129,广州,Java后端,16.0,3.0,本科,煜邦,计算机软件,749,2024-08-19 10:00:00
130,广州,Java后端,55.0,10.0,本科,某知名银行公司,银行,5499,2024-10-16 14:00:00
131,广州,Java后端,25.0,1.0,本科,广州4399,游戏,5499,2024-07-08 09:00:00
132,广州,Java后端,11.0,1.0,大专,轻码科技,互联网,10,2024-05-23 09:00:00
133,广州,Java后端,22.5,1.0,本科,广州视臻,智能硬件,749,2024-08-17 16:00:00
134,广州,Java后端,20.0,3.0,本科,视源股份(CVTE),电子/硬件开发,5499,2024-05-21 12:00:00
135,广州,Java后端,17.5,5.0,本科,数砚科技,大数据,59,2024-09-17 10:00:00
136,广州,Java后端,10.5,1.0,本科,锐竞信息,计算机软件,299,2024-10-15 15:00:00
137,广州,Java后端,37.5,3.0,学历不限,Fordeal,电子商务,5499,2024-09-08 13:00:00
138,广州,Java后端,20.0,3.0,大专,某大型电子商务公司,电子商务,749,2024-05-25 09:00:00
139,广州,Java后端,15.5,3.0,本科,中软国际,计算机软件,10000,2024-02-02 15:00:00
140,广州,Java后端,20.5,3.0,大专,某大型电子商务公司,电子商务,10000,2024-09-02 11:00:00
141,广州,Java后端,17.5,1.0,本科,中移集成,通信/网络设备,5499,2024-12-27 09:00:00
142,广州,Java后端,17.5,3.0,本科,敏昊服装,服装/纺织,59,2024-11-24 13:00:00
143,广州,Java后端,11.5,3.0,本科,中科软,计算机软件,10000,2024-04-26 11:00:00
144,广州,Java后端,11.5,3.0,本科,安徽华励医疗科技,计算机软件,299,2024-10-21 09:00:00
145,广州,Java后端,17.5,5.0,本科,建广数科,计算机软件,5499,2024-12-29 12:00:00
146,广州,Java后端,14.5,5.0,本科,君思软件,计算机软件,59,2024-03-07 11:00:00
147,广州,Java后端,45.0,5.0,硕士,某知名基金公司,基金,5499,2024-10-19 09:00:00
148,广州,Java后端,50.0,5.0,本科,某大型移动互联网公司,移动互联网,299,2024-03-22 11:00:00
149,广州,Java后端,12.5,5.0,大专,广州永宇网络技术科技,互联网,10,2024-05-19 22:00:00
150,广州,Java后端,16.0,3.0,本科,广东瀚德隆科技,环保,59,2024-03-11 10:00:00
151,广州,Java后端,7.5,1.0,大专,小蜜管家,房地产中介/租赁,10,2024-07-05 15:00:00
152,广州,Java后端,12.0,3.0,本科,福建福亚科技有限公司,计算机软件,10,2024-08-28 15:00:00
153,广州,Java后端,15.0,3.0,本科,英特信息技术有限公司,互联网,10,2024-03-31 18:00:00
154,广州,Java后端,10.5,3.0,本科,风荷,计算机软件,59,2024-08-26 09:00:00
155,广州,Java后端,12.5,3.0,本科,鼎鼎信息科技,计算机软件,59,2024-08-22 15:00:00
156,广州,Java后端,9.5,3.0,本科,广州易云,计算机软件,59,2024-02-08 14:00:00
157,广州,Java后端,2.5,0.0,本科,方阵科技,移动互联网,10,2024-12-30 14:00:00
158,广州,Java后端,15.5,3.0,本科,深圳华云信息系统科技,互联网,5499,2024-07-23 11:00:00
159,广州,Java后端,7.5,1.0,本科,广州市艾云数据软...,计算机软件,59,2024-10-31 15:00:00
160,广州,Java后端,12.5,3.0,本科,德亚创智,机械设备/机电/重工,59,2024-10-11 10:00:00
161,广州,Java后端,16.5,1.0,大专,汇智科技,游戏,299,2024-05-24 14:00:00
162,广州,Java后端,16.0,5.0,本科,彩讯股份,互联网,5499,2024-10-25 13:00:00
163,广州,Java后端,10.0,3.0,大专,众鑫伟业科技,互联网,299,2024-09-12 08:00:00
164,广州,Java后端,55.0,0.0,本科,某知名银行公司,银行,5499,2024-05-29 10:00:00
165,广州,Java后端,8.5,0.0,本科,博特,智能硬件/消费电子,59,2024-03-31 08:00:00
166,广州,Java后端,8.5,3.0,本科,方昇,互联网,59,2024-12-30 10:00:00
167,广州,Java后端,17.5,3.0,大专,镶玉信科,互联网,59,2024-12-13 10:00:00
168,广州,Java后端,20.0,0.0,本科,某中型人力资源服务公司,人力资源服务,749,2024-12-18 08:00:00
169,广州,Java后端,14.0,3.0,本科,天彩汇诚,互联网,299,2024-11-24 07:00:00
170,广州,Java后端,30.0,3.0,本科,某大型电子商务公司,电子商务,10000,2024-06-21 09:00:00
171,广州,Java后端,7.5,1.0,大专,广东上视科技有限公司,计算机软件,10,2024-09-25 10:00:00
172,广州,Java后端,17.5,3.0,大专,九天软件,计算机软件,59,2024-06-27 14:00:00
173,广州,Java后端,10.5,3.0,本科,锦上花网络科技,电子商务,10,2024-09-06 09:00:00
174,广州,Java后端,26.5,5.0,本科,广州领克科技,计算机软件,299,2024-07-22 12:00:00
175,广州,Java后端,8.5,1.0,本科,广州讯丰科技,计算机软件,59,2024-03-07 15:00:00
176,广州,Java后端,12.5,3.0,本科,瀚世,计算机软件,299,2024-05-21 15:00:00
177,广州,Java后端,9.0,5.0,本科,布导航互联网科技,服装/纺织,59,2024-01-08 09:00:00
178,广州,Java后端,9.5,3.0,本科,众源股份,大数据,59,2024-12-07 12:00:00
179,广州,Java后端,12.5,3.0,本科,深圳普适智能有限公司,计算机软件,59,2024-02-18 03:00:00
180,广州,Java后端,8.5,3.0,本科,方昇,互联网,59,2024-03-18 08:00:00
181,广州,Java后端,9.5,3.0,本科,众源股份,大数据,59,2024-08-01 15:00:00
182,广州,Java后端,20.0,3.0,本科,福建游龙网络,游戏,299,2024-05-23 08:00:00
183,广州,Java后端,25.0,1.0,本科,Likecan,互联网,10,2024-04-26 11:00:00
184,广州,Java后端,20.5,3.0,本科,一双运动科技,服装/纺织,59,2024-09-05 11:00:00
185,广州,Java后端,14.5,5.0,本科,广州浔峰科技,互联网,59,2024-09-30 11:00:00
186,广州,Java后端,10.5,3.0,本科,小芝麻数科有限公司,企业服务,59,2024-10-08 08:00:00
187,广州,Java后端,9.5,3.0,本科,阿尔法,计算机软件,10,2024-05-25 00:00:00
188,广州,Java后端,60.0,5.0,硕士,某知名基金公司,基金,5499,2024-12-08 15:00:00
189,广州,Java后端,9.0,5.0,本科,布导航互联网科技,服装/纺织,59,2024-04-29 08:00:00
190,广州,Java后端,12.5,3.0,本科,华瀚文化科技,互联网,59,2024-08-16 15:00:00
191,广州,Java后端,10.5,3.0,本科,牛媒数据,企业服务,59,2024-10-06 14:00:00
192,广州,Java后端,15.0,3.0,学历不限,河豚,互联网,10,2024-02-24 16:00:00
193,广州,Java后端,7.5,1.0,本科,一千河科技,互联网,59,2024-10-17 12:00:00
194,广州,Java后端,20.0,5.0,本科,北极鱼,社交网络与媒体,59,2024-10-28 16:00:00
195,广州,Java后端,8.5,1.0,大专,广州望泉科技,社交网络与媒体,59,2024-10-29 11:00:00
196,广州,Java后端,10.0,3.0,本科,震海集团,互联网,299,2024-07-17 11:00:00
197,广州,Java后端,22.5,3.0,本科,广州瀚鹏科技有限公司,计算机服务,10,2024-12-12 12:00:00
198,广州,Java后端,17.5,5.0,本科,广州市物格智能技术,计算机软件,10,2024-10-12 08:00:00
199,广州,Java后端,27.5,3.0,本科,广东火种源,智能硬件,59,2024-11-06 15:00:00
200,广州,Java后端,20.0,5.0,本科,和元达,移动互联网,59,2024-04-21 15:00:00
201,广州,Java后端,17.5,1.0,本科,钧誉资产,基金,299,2024-10-26 12:00:00
202,广州,Java后端,20.0,5.0,大专,万德奥云,计算机软件,749,2024-12-28 23:00:00
203,广州,Java后端,12.0,3.0,本科,赞同科技,互联网,5499,2024-11-02 09:00:00
204,广州,Java后端,8.5,1.0,本科,众望通科技,计算机软件,59,2024-10-23 15:00:00
205,广州,Java后端,16.0,5.0,本科,进文领创,计算机软件,10,2024-05-03 12:00:00
206,广州,Java后端,14.0,3.0,本科,博彦科技,计算机软件,10000,2024-06-09 07:00:00
207,广州,Java后端,10.5,0.0,本科,和辰科技,计算机软件,59,2024-03-21 09:00:00
208,广州,Java后端,65.0,5.0,本科,某500强上市公司,互联网,10000,2024-06-12 17:00:00
209,广州,Java后端,20.0,5.0,大专,佳壹技术,互联网,59,2024-02-01 10:00:00
210,广州,Java后端,11.5,3.0,本科,神农智联,智能硬件,10,2024-09-03 14:00:00
211,广州,Java后端,20.0,3.0,本科,某中型互联网视频通讯平台公司,互联网,749,2024-09-27 11:00:00
212,广州,Java后端,10.5,3.0,本科,南方医务通,移动互联网,59,2024-08-30 10:00:00
213,广州,Java后端,12.0,3.0,本科,赛意信息,计算机软件,10000,2024-08-12 10:00:00
214,广州,Java后端,17.5,3.0,本科,润城科技,计算机软件,59,2024-08-05 11:00:00
215,广州,Java后端,11.0,3.0,大专,微澜软件,咨询,299,2024-08-16 09:00:00
216,广州,Java后端,15.0,3.0,本科,长亮科技,计算机软件,5499,2024-11-17 11:00:00
217,广州,Java后端,14.5,3.0,本科,华超科技,计算机软件,299,2024-03-20 14:00:00
218,广州,Java后端,12.5,3.0,大专,稀世网络,智能硬件,59,2024-04-10 10:00:00
219,广州,Java后端,34.5,0.0,本科,今日头条,互联网,10000,2024-05-11 08:00:00
220,广州,Java后端,12.5,3.0,本科,广州简派供应链科技,计算机软件,59,2024-05-20 18:00:00
221,广州,Java后端,20.0,3.0,本科,响货电商,电子商务,59,2024-10-25 09:00:00
222,广州,Java后端,12.5,3.0,本科,广州慧合信息科技,企业服务,10,2024-08-14 14:00:00
223,广州,Java后端,7.5,1.0,大专,广州微码互联科技,计算机软件,10,2024-09-02 09:00:00
224,广州,Java后端,15.5,1.0,本科,广州某中型广播/影视公司,广播/影视,749,2024-04-13 14:00:00
225,广州,Java后端,12.5,5.0,本科,广州南天,计算机软件,5499,2024-04-17 08:00:00
226,广州,Java后端,15.0,3.0,本科,中恒软件科技,计算机软件,59,2024-03-08 11:00:00
227,广州,Java后端,11.5,1.0,本科,神州智云,互联网,59,2024-09-06 15:00:00
228,广州,Java后端,21.5,5.0,本科,某大型知名建筑材料上市公司,建筑材料,10000,2024-11-10 01:00:00
229,广州,Java后端,5.5,3.0,本科,澹澹科技,互联网,10,2024-10-11 13:00:00
230,广州,Java后端,11.5,3.0,大专,绛门科技,计算机软件,749,2024-08-10 19:00:00
231,广州,Java后端,7.5,3.0,本科,烽睿信息,信息安全,10,2024-01-23 15:00:00
232,广州,Java后端,10.0,1.0,本科,众盟信息,学术/科研,59,2024-06-27 09:00:00
233,广州,Java后端,8.5,3.0,大专,中粤投资,投资/融资,59,2024-04-06 20:00:00
234,广州,Java后端,9.0,0.0,硕士,广州智睿思维,计算机软件,10,2024-10-16 10:00:00
235,广州,Java后端,12.5,3.0,本科,德亚创智,智能硬件,299,2024-03-05 11:00:00
236,广州,Java后端,32.5,3.0,本科,万融数据服务,互联网,299,2024-03-19 09:00:00
237,广州,Java后端,13.5,5.0,本科,中环储越,互联网,299,2024-05-22 14:00:00
238,广州,Java后端,12.0,3.0,本科,中能拾贝,计算机软件,749,2024-09-27 11:00:00
239,广州,Java后端,30.0,3.0,本科,某大型电子商务公司,电子商务,10000,2024-12-13 11:00:00
240,广州,Java后端,9.5,3.0,本科,广州易云,计算机软件,59,2024-08-28 14:00:00
241,广州,Java后端,10.0,5.0,本科,京师讯飞,互联网,299,2024-06-14 14:00:00
242,广州,Java后端,20.5,1.0,本科,某大型计算机软件公司,计算机软件,10000,2024-12-23 12:00:00
243,广州,Java后端,12.5,3.0,大专,贵宾电子科技,游戏,10,2024-03-01 11:00:00
244,广州,Java后端,8.5,10.0,硕士,广州市海珠区琴驰...,广告/公关/会展,10,2024-07-22 14:00:00
245,广州,Java后端,20.0,5.0,本科,一吉科技,计算机软件,59,2024-08-03 13:00:00
246,广州,Java后端,21.0,5.0,本科,深圳向上数字,计算机软件,59,2024-04-18 09:00:00
247,广州,Java后端,20.5,3.0,本科,小鹏汽车,汽车研发/制造,10000,2024-09-15 13:00:00
248,广州,Java后端,12.5,1.0,本科,拓比科技,计算机软件,59,2024-03-18 14:00:00
249,广州,Java后端,14.0,3.0,本科,商网云,企业服务,59,2024-03-09 14:00:00
250,广州,Java后端,16.0,5.0,本科,广州闲猫,互联网,10,2024-11-10 02:00:00
251,广州,Java后端,18.5,5.0,本科,建管数字,计算机软件,10,2024-05-17 15:00:00
252,广州,Java后端,40.0,5.0,本科,双美,电子商务,299,2024-12-14 19:00:00
253,广州,Java后端,30.0,0.0,本科,某国际大型电子商务公司,电子商务,10000,2024-10-05 07:00:00
254,广州,Java后端,8.5,3.0,本科,陕西万德信息,通信/网络设备,749,2024-05-09 17:00:00
255,广州,Java后端,10.0,1.0,本科,快马健康,医疗健康,299,2024-11-01 17:00:00
256,广州,Java后端,22.5,0.0,硕士,某大型通信上市公司,通信/网络设备,299,2024-06-18 08:00:00
257,广州,Java后端,21.5,3.0,本科,视源股份(CVTE),电子/硬件开发,5499,2024-11-20 13:00:00
258,广州,Java后端,20.0,3.0,本科,唯厘科技,移动互联网,59,2024-03-03 15:00:00
259,广州,Java后端,14.0,1.0,本科,广东电信设计院,通信/网络设备,5499,2024-07-20 20:00:00
260,广州,Java后端,31.5,3.0,硕士,某交通公司,交通/运输,59,2024-10-11 11:00:00
261,广州,Java后端,33.0,0.0,本科,某中型证券/期货公司,证券/期货,749,2024-04-13 03:00:00
262,广州,Java后端,6.0,1.0,本科,嘻码科技(北京),计算机软件,59,2024-12-08 20:00:00
263,广州,Java后端,20.5,0.0,大专,某大型医疗健康公司,医疗健康,10000,2024-12-25 10:00:00
264,广州,Java后端,12.5,1.0,本科,智业软件,医疗健康,5499,2024-03-02 08:00:00
265,广州,Java后端,32.5,5.0,本科,某500强上市公司,互联网,10000,2024-04-18 14:00:00
266,广州,Java后端,15.5,5.0,本科,融捷,新能源,10000,2024-07-19 11:00:00
267,广州,Java后端,22.5,3.0,本科,广州穗腾数字科技,计算机软件,59,2024-05-29 14:00:00
268,广州,Java后端,16.5,3.0,本科,匡信科技,计算机软件,299,2024-10-08 10:00:00
269,广州,Java后端,6.0,1.0,本科,创玖科技,计算机软件,10,2024-09-26 09:00:00
270,广州,Java后端,14.0,3.0,本科,趣渔科技,互联网,59,2024-03-30 10:00:00
271,广州,Java后端,18.0,0.0,硕士,广州市迈得科技,企业服务,10,2024-04-08 14:00:00
272,广州,Java后端,18.0,3.0,本科,杰城商务,互联网,749,2024-05-08 08:00:00
273,广州,Java后端,25.0,3.0,本科,某中型计算机软件公司,计算机软件,749,2024-06-16 12:00:00
274,广州,Java后端,18.5,3.0,本科,易诚互动,互联网,5499,2024-10-22 15:00:00
275,广州,Java后端,17.5,5.0,本科,极热玩家,互联网,10,2024-09-07 00:00:00
276,广州,Java后端,25.0,5.0,本科,十方融海,互联网,5499,2024-10-05 05:00:00
277,广州,Java后端,12.5,1.0,本科,广州德万,新零售,59,2024-07-24 17:00:00
278,广州,Java后端,20.0,5.0,本科,豆画视界广州分公司,互联网,59,2024-06-24 09:00:00
279,广州,Java后端,11.0,3.0,本科,名传无线,互联网,59,2024-01-13 00:00:00
280,广州,Java后端,22.5,3.0,本科,探迹,互联网,5499,2024-07-31 14:00:00
281,广州,Java后端,35.0,5.0,本科,北京某大型运营商/增值服务公司,运营商/增值服务,5499,2024-10-24 15:00:00
282,广州,Java后端,11.5,3.0,大专,投一电商,O2O,299,2024-10-26 18:00:00
283,广州,Java后端,30.0,3.0,本科,唯品会,互联网,10000,2024-04-09 19:00:00
284,广州,Java后端,9.5,3.0,本科,广东思纽斯科技,进出口贸易,59,2024-09-09 08:00:00
285,广州,Java后端,25.0,5.0,本科,兴趣岛,互联网,5499,2024-06-08 00:00:00
