id,城市,岗位,薪资,年限,学历要求,公司名称,公司类型,公司规模,创建时间
9751,广州,产品,20.5,1.0,大专,某中型广播/影视公司,广播/影视,299,2024-10-03 08:00:00
9752,广州,产品,10.5,1.0,本科,蔻斯汀,电子商务,299,2024-12-06 10:00:00
9753,广州,产品,40.0,5.0,本科,嫚熙,电子商务,5499,2024-07-14 10:00:00
9754,广州,产品,24.0,1.0,本科,某大型肉类休闲食品公司,食品/饮料/烟酒,5499,2024-08-24 13:00:00
9755,广州,产品,12.5,3.0,大专,棒谷科技,电子商务,5499,2024-12-09 16:00:00
9756,广州,产品,7.0,3.0,大专,旅程,旅游/景区,59,2024-04-05 15:00:00
9757,广州,产品,21.5,3.0,本科,樟树某小型医疗健康公司,医疗健康,59,2024-12-23 17:00:00
9758,广州,产品,12.5,3.0,大专,方舟互动,互联网,59,2024-09-15 13:00:00
9759,广州,产品,23.0,3.0,本科,德熙(广州)云计算,互联网,59,2024-04-26 11:00:00
9760,广州,产品,16.5,3.0,大专,上海君兴,企业服务,59,2024-11-03 15:00:00
9761,广州,产品,35.0,5.0,学历不限,安久科技,游戏,299,2024-05-04 20:00:00
9762,广州,产品,10.0,1.0,本科,麦和,互联网,299,2024-01-26 14:00:00
9763,广州,产品,15.0,3.0,大专,伯克利供应链,食品/饮料/烟酒,299,2024-12-11 09:00:00
9764,广州,产品,12.5,1.0,本科,可数电器,电子商务,59,2024-01-07 10:00:00
9765,广州,产品,20.0,3.0,本科,广州某大型线缆科技公司,机械设备/机电/重工,5499,2024-03-06 09:00:00
9766,广州,产品,38.0,0.0,本科,某大型移动互联网公司,移动互联网,5499,2024-12-26 16:00:00
9767,广州,产品,12.5,1.0,本科,广州追光科技有限公司,化工,59,2024-07-01 09:00:00
9768,广州,产品,7.0,1.0,大专,广东省中国青年旅行社,酒店/民宿,10,2024-05-05 14:00:00
9769,广州,产品,8.5,3.0,大专,广州市福钻珠宝,珠宝/首饰,299,2024-10-03 09:00:00
9770,广州,产品,11.5,1.0,本科,广州制趣科技有限公司,旅游/景区,59,2024-11-24 17:00:00
9771,广州,产品,17.5,3.0,本科,欧兰化妆品,日化,299,2024-06-28 11:00:00
9772,广州,产品,9.5,1.0,大专,广州乾沅,电子商务,59,2024-10-29 15:00:00
9773,广州,产品,10.0,1.0,大专,朗美,电子商务,59,2024-02-24 17:00:00
9774,广州,产品,17.5,3.0,大专,伊仕顿,广告/公关/会展,299,2024-03-06 14:00:00
9775,广州,产品,37.5,1.0,本科,某500强上市公司,互联网,5499,2024-08-31 12:00:00
9776,广州,产品,22.5,5.0,大专,知名食品企业,电子商务,299,2024-09-05 14:00:00
9777,广州,产品,10.5,5.0,大专,堂客科技,互联网,59,2024-09-18 15:00:00
9778,广州,产品,7.0,3.0,大专,护王(广州)生物科技,日化,299,2024-08-03 12:00:00
9779,广州,产品,15.5,3.0,大专,要飞那,电子商务,299,2024-09-17 11:00:00
9780,广州,产品,11.5,1.0,本科,广州制趣科技有限公司,旅游/景区,59,2024-09-14 22:00:00
9781,广州,产品,20.0,0.0,大专,劳卡全屋定制,生活服务(O2O),5499,2024-09-18 15:00:00
9782,广州,产品,22.5,3.0,本科,餐道信息科技有限公司,计算机软件,299,2024-07-09 10:00:00
9783,广州,产品,6.5,3.0,本科,小非科技,互联网,10,2024-03-22 12:00:00
9784,广州,产品,55.0,10.0,本科,越创智数信息科技,房地产开发经营,299,2024-09-16 09:00:00
9785,广州,产品,35.0,5.0,学历不限,安久科技,游戏,299,2024-12-05 11:00:00
9786,广州,产品,12.5,1.0,本科,广州追光科技有限公司,化工,59,2024-04-25 09:00:00
9787,广州,产品,24.0,1.0,本科,某大型肉类休闲食品公司,食品/饮料/烟酒,5499,2024-12-08 21:00:00
9788,广州,产品,16.5,3.0,大专,膜法世家,日化,749,2024-06-09 12:00:00
9789,广州,产品,10.5,1.0,本科,蔻斯汀,电子商务,299,2024-09-18 11:00:00
9790,广州,产品,13.5,3.0,大专,旗修堂,食品/饮料/烟酒,299,2024-09-18 11:00:00
9791,广州,产品,10.0,1.0,本科,麦和,互联网,299,2024-03-31 13:00:00
9792,广州,产品,15.0,3.0,大专,伯克利供应链,食品/饮料/烟酒,299,2024-09-06 10:00:00
9793,广州,产品,12.5,1.0,本科,广州喜玩商旅信息技术,旅游/景区,299,2024-07-14 15:00:00
9794,广州,产品,12.5,3.0,大专,方舟互动,互联网,59,2024-02-02 12:00:00
9795,广州,产品,8.5,3.0,大专,广州市福钻珠宝,珠宝/首饰,299,2024-12-29 07:00:00
9796,广州,产品,12.5,1.0,本科,可数电器,电子商务,59,2024-05-16 10:00:00
9797,广州,产品,7.5,1.0,大专,广州标榜,化工,299,2024-03-02 08:00:00
9798,广州,产品,9.5,3.0,学历不限,广州奕策贸易有限公司,电子商务,59,2024-07-22 12:00:00
9799,广州,产品,10.0,1.0,大专,朗美,电子商务,59,2024-06-25 08:00:00
9800,广州,产品,16.0,1.0,本科,广州登甲人工智能科技,人工智能,10,2024-01-29 10:00:00
9801,广州,产品,37.5,1.0,本科,某500强上市公司,互联网,5499,2024-03-04 17:00:00
9802,广州,产品,17.5,3.0,本科,欧兰化妆品,日化,299,2024-04-19 10:00:00
9803,广州,产品,22.5,5.0,大专,知名食品企业,电子商务,299,2024-07-03 14:00:00
9804,广州,产品,20.5,1.0,大专,某中型广播/影视公司,广播/影视,299,2024-01-21 16:00:00
9805,广州,产品,6.0,0.0,大专,品赫生物,日化,299,2024-08-17 18:00:00
9806,广州,产品,38.0,0.0,本科,某大型移动互联网公司,移动互联网,5499,2024-06-08 11:00:00
9807,广州,产品,12.5,1.0,大专,蝶雅化妆品有限公司,电子商务,299,2024-04-07 17:00:00
9808,广州,产品,12.5,3.0,大专,源于自然,电子商务,749,2024-09-30 11:00:00
9809,广州,产品,21.5,3.0,本科,樟树某小型医疗健康公司,医疗健康,59,2024-06-21 11:00:00
9810,广州,产品,20.0,10.0,本科,程星通信,通信/网络设备,299,2024-09-06 16:00:00
9811,广州,产品,10.5,1.0,大专,广东砹脉数字营销,广告营销,749,2024-05-09 09:00:00
9812,广州,产品,20.0,3.0,本科,全民钱包,互联网金融,749,2024-12-06 09:00:00
9813,广州,产品,30.0,5.0,本科,上海某中型游戏公司,游戏,299,2024-01-20 11:00:00
9814,广州,产品,20.0,5.0,本科,威海安屯尼智能电子,电子/硬件开发,749,2024-07-11 12:00:00
9815,广州,产品,7.0,3.0,大专,凯拓机械设备,进出口贸易,59,2024-07-14 08:00:00
9816,广州,产品,17.5,3.0,本科,因为肤理,日化,299,2024-08-23 10:00:00
9817,广州,产品,12.5,3.0,大专,宜妆生物,其他制造业,749,2024-03-26 11:00:00
9818,广州,产品,12.5,3.0,大专,广州真靠谱商贸公司,电子商务,299,2024-11-03 10:00:00
9819,广州,产品,9.5,3.0,本科,上海博为峰,计算机软件,5499,2024-05-05 05:00:00
9820,广州,产品,14.5,3.0,本科,无穷食品集团,食品/饮料/烟酒,5499,2024-09-11 11:00:00
9821,广州,产品,14.5,3.0,本科,东深智水,信息安全,299,2024-04-11 09:00:00
9822,广州,产品,20.0,0.0,本科,某大型已上市互联网游戏直播平台公司,互联网,5499,2024-08-12 09:00:00
9823,广州,产品,21.0,5.0,本科,某大型其他制造业上市公司,其他制造业,5499,2024-07-01 14:00:00
9824,广州,产品,17.5,3.0,大专,千雅商贸有限公司,电子商务,299,2024-06-27 13:00:00
9825,广州,产品,12.5,1.0,大专,拓必拓,金属制品,299,2024-08-04 08:00:00
9826,广州,产品,25.0,5.0,本科,元盟科技,互联网,59,2024-06-08 14:00:00
9827,广州,产品,8.5,1.0,本科,春木科技,电子商务,10,2024-11-02 23:00:00
9828,广州,产品,15.0,1.0,本科,广州薇美姿电子商务,电子商务,299,2024-03-07 19:00:00
9829,广州,产品,20.0,3.0,本科,科灵网络,社交网络,59,2024-08-06 10:00:00
9830,广州,产品,7.5,0.0,本科,白码,企业服务,59,2024-03-12 09:00:00
9831,广州,产品,25.0,5.0,本科,某大型医疗服务公司,医疗服务,5499,2024-03-09 12:00:00
9832,广州,产品,21.0,1.0,本科,广州中家医,美容,299,2024-09-03 10:00:00
9833,广州,产品,13.0,3.0,本科,美臻科技,电子商务,59,2024-08-29 12:00:00
9834,广州,产品,70.0,10.0,本科,广州某大型电子商务公司,电子商务,10000,2024-10-11 11:00:00
9835,广州,产品,6.5,1.0,大专,贝客科技,计算机软件,59,2024-03-14 14:00:00
9836,广州,产品,9.5,1.0,本科,明美,仪器仪表,59,2024-03-23 08:00:00
9837,广州,产品,7.0,1.0,大专,广东省中国青年旅行社,酒店/民宿,10,2024-10-24 09:00:00
9838,广州,产品,8.5,0.0,本科,易达科技,计算机软件,299,2024-08-29 18:00:00
9839,广州,产品,14.5,5.0,大专,晟能电子,仪器仪表/工业自动化,59,2024-08-06 17:00:00
9840,广州,产品,17.5,5.0,本科,尚捷,服装/纺织,59,2024-08-07 09:00:00
9841,广州,产品,12.5,3.0,本科,富兴灯饰电器,装修装饰,299,2024-04-03 17:00:00
9842,广州,产品,7.0,0.0,大专,龙腾捷旅,电子商务,299,2024-04-02 10:00:00
9843,广州,产品,37.5,0.0,本科,某知名电子商务公司,电子商务,5499,2024-04-02 09:00:00
9844,广州,产品,16.0,1.0,本科,大唐,日化,749,2024-09-11 10:00:00
9845,广州,产品,7.5,1.0,本科,健力宝,批发/零售,5499,2024-08-08 10:00:00
9846,广州,产品,21.5,10.0,本科,广东中腾数字科技,移动互联网,59,2024-08-21 11:00:00
9847,广州,产品,20.5,0.0,本科,某中型进出口贸易公司,进出口贸易,749,2024-05-06 12:00:00
9848,广州,产品,21.5,3.0,本科,某大型汽车零部件公司,汽车零部件,749,2024-11-16 01:00:00
9849,广州,产品,20.5,1.0,本科,酷麦信息,互联网,299,2024-10-25 11:00:00
9850,广州,产品,8.5,3.0,本科,彩讯股份,互联网,5499,2024-03-16 11:00:00
9851,广州,产品,21.0,3.0,本科,某大型电子/半导体/集成电路公司,电子/半导体/集成电路,5499,2024-08-23 14:00:00
9852,广州,产品,10.5,0.0,硕士,广州星驰技术有限公司,电子商务,59,2024-07-01 10:00:00
9853,广州,产品,12.5,3.0,大专,儒韵电商,电子商务,299,2024-08-03 13:00:00
9854,广州,产品,8.0,1.0,大专,辉盛电子科技,电子商务,299,2024-03-18 11:00:00
9855,广州,产品,12.5,0.0,本科,多益网络,互联网,5499,2024-08-10 07:00:00
9856,广州,产品,9.5,0.0,本科,弘信,电力/热力/燃气/水利,299,2024-09-14 14:00:00
9857,广州,产品,22.5,3.0,本科,广东百能,家具/家居,749,2024-09-20 11:00:00
9858,广州,产品,10.5,1.0,本科,广州霍普科技有限公司,互联网,59,2024-04-14 16:00:00
9859,广州,产品,26.5,3.0,本科,某跨国大型电子硬件开发公司,电子/硬件开发,5499,2024-07-22 09:00:00
9860,广州,产品,42.5,10.0,大专,生活无忧,生活服务(O2O),5499,2024-03-26 11:00:00
9861,广州,产品,16.5,3.0,本科,雪浪云,互联网,299,2024-04-25 11:00:00
9862,广州,产品,25.0,3.0,本科,众有米,电子商务,299,2024-10-19 08:00:00
9863,广州,产品,17.5,3.0,本科,广州钻琪,进出口贸易,10,2024-07-14 09:00:00
9864,广州,产品,20.0,3.0,本科,杉缔智衣,互联网,299,2024-03-02 09:00:00
9865,广州,产品,27.5,3.0,本科,某中型跨国互联网公司,社交网络与媒体,299,2024-07-23 17:00:00
9866,广州,产品,22.5,3.0,本科,某大型日化公司,日化,299,2024-10-14 09:00:00
9867,广州,产品,22.5,3.0,大专,某中型智能硬件公司,智能硬件,749,2024-08-02 10:00:00
9868,广州,产品,6.0,1.0,本科,彩泓科技,计算机软件,10,2024-11-14 15:00:00
9869,广州,产品,9.0,5.0,大专,网思科技,计算机软件,5499,2024-05-23 10:00:00
9870,广州,产品,23.0,3.0,本科,某知名医疗健康公司,医疗健康,5499,2024-02-24 12:00:00
9871,广州,产品,22.5,3.0,本科,要务科技,互联网,299,2024-08-05 10:00:00
9872,广州,产品,6.0,0.0,本科,元则网络,电子商务,299,2024-02-16 13:00:00
9873,广州,产品,16.0,1.0,本科,探迹,互联网,5499,2024-10-27 06:00:00
9874,广州,产品,10.5,1.0,大专,旅划算,生活服务(O2O),749,2024-03-01 12:00:00
9875,广州,产品,22.5,1.0,大专,广州某中型电子商务公司,电子商务,299,2024-09-08 16:00:00
9876,广州,产品,27.5,10.0,本科,某大型互联网公司,互联网,749,2024-08-30 08:00:00
9877,广州,产品,20.0,5.0,本科,中航云测,计算机软件,59,2024-03-31 18:00:00
9878,广州,产品,21.5,5.0,本科,广州骆驼户外,电子商务,5499,2024-12-29 06:00:00
9879,广州,产品,10.0,1.0,本科,乐无边教育,在线教育,59,2024-04-01 09:00:00
9880,广州,产品,21.5,1.0,本科,广州广颖创网络科...,电子商务,749,2024-05-06 14:00:00
9881,广州,产品,40.0,3.0,本科,某大型互联网公司,互联网,299,2024-05-07 14:00:00
9882,广州,产品,17.5,3.0,本科,安凯微电子,半导体/芯片,299,2024-12-08 12:00:00
9883,广州,产品,16.0,3.0,本科,amoytop,医疗健康,5499,2024-10-31 10:00:00
9884,广州,产品,12.5,3.0,大专,广州团房帮酒店管理,酒店/民宿,59,2024-12-19 13:00:00
9885,广州,产品,60.0,5.0,本科,钛动科技,互联网,749,2024-11-12 08:00:00
9886,广州,产品,37.5,1.0,本科,某大型互联网上市公司,互联网,10000,2024-01-15 09:00:00
9887,广州,产品,16.5,3.0,本科,广州江河湖科技,进出口贸易,59,2024-04-01 17:00:00
9888,广州,产品,22.5,3.0,本科,某大型互联网公司,互联网,10000,2024-12-04 11:00:00
9889,广州,产品,20.5,3.0,本科,某大型进出口贸易上市公司,进出口贸易,5499,2024-02-21 18:00:00
9890,广州,产品,20.0,0.0,本科,广州某大型机械设备公司,机械设备/机电/重工,5499,2024-09-12 09:00:00
9891,广州,产品,14.5,3.0,大专,广州驰恒网络有限公司,社交网络与媒体,59,2024-04-15 08:00:00
9892,广州,产品,16.0,3.0,本科,轻快电商,电子商务,299,2024-12-25 09:00:00
9893,广州,产品,22.0,1.0,本科,某500强上市公司,互联网,5499,2024-10-17 09:00:00
9894,广州,产品,25.0,3.0,本科,众有米,电子商务,299,2024-05-03 10:00:00
9895,广州,产品,10.5,1.0,本科,Flat Incubator,互联网,749,2024-09-08 20:00:00
9896,广州,产品,22.5,3.0,本科,师大维智,计算机软件,59,2024-11-18 11:00:00
9897,广州,产品,22.5,5.0,本科,某知名电子公司,电子/半导体/集成电路,5499,2024-01-03 10:00:00
9898,深圳,产品,8.5,0.0,本科,深圳市熠海星辰科技,互联网金融,10,2024-10-25 11:00:00
9899,深圳,产品,22.5,5.0,本科,深圳成之杰兴科技,电子/半导体/集成电路,59,2024-10-15 14:00:00
9900,深圳,产品,12.5,1.0,本科,注海科技,电子/硬件开发,59,2024-07-09 15:00:00
9901,深圳,产品,20.0,3.0,本科,某中型仪器仪表/工业自动化公司,仪器仪表/工业自动化,299,2024-10-26 17:00:00
9902,深圳,产品,7.0,0.0,学历不限,安比科技,建筑设计,59,2024-08-13 12:00:00
9903,深圳,产品,7.5,0.0,学历不限,深圳市奇点珠宝供应链,珠宝/首饰,59,2024-02-06 08:00:00
9904,深圳,产品,65.0,5.0,本科,某大型计算机服务公司,计算机服务,5499,2024-05-21 15:00:00
9905,深圳,产品,27.5,5.0,本科,某大型知名建筑设计上市公司,建筑设计,10000,2024-09-16 15:00:00
9906,深圳,产品,6.5,1.0,大专,蓝湃,原材料及加工/模具,59,2024-06-02 15:00:00
9907,深圳,产品,12.5,3.0,大专,AHX,电子/半导体/集成电路,59,2024-03-01 14:00:00
9908,深圳,产品,20.0,3.0,本科,某中型电子商务公司,电子商务,299,2024-11-06 15:00:00
9909,深圳,产品,18.0,3.0,本科,华睿星源Starpow,批发/零售,299,2024-03-03 12:00:00
9910,深圳,产品,12.0,5.0,学历不限,深圳市鸿杉易佰科技,电子商务,10,2024-06-22 16:00:00
9911,深圳,产品,37.5,3.0,本科,某大型智能硬件公司,智能硬件,5499,2024-10-31 15:00:00
9912,深圳,产品,45.0,5.0,本科,某大型智能硬件公司,智能硬件,5499,2024-12-25 11:00:00
9913,深圳,产品,25.0,5.0,大专,动能世纪,进出口贸易,299,2024-09-21 21:00:00
9914,深圳,产品,50.0,3.0,本科,某游戏公司,游戏,59,2024-07-15 10:00:00
9915,深圳,产品,24.5,3.0,本科,某大型其他行业公司,其他行业,299,2024-12-01 08:00:00
9916,深圳,产品,40.0,0.0,本科,某中型电子商务（电子烟贸易）公司,电子商务,749,2024-10-23 12:00:00
9917,深圳,产品,22.5,3.0,本科,百安帮科技,进出口贸易,59,2024-10-10 09:00:00
9918,深圳,产品,16.0,1.0,大专,深圳市京威网络技术,电子商务,59,2024-04-04 14:00:00
9919,深圳,产品,11.0,3.0,本科,普华德,电子/半导体/集成电路,10,2024-03-17 14:00:00
9920,深圳,产品,11.5,1.0,学历不限,澳玫传媒,互联网,10,2024-08-17 20:00:00
9921,深圳,产品,16.0,3.0,大专,增你强,电子/半导体/集成电路,299,2024-10-04 13:00:00
9922,深圳,产品,37.5,5.0,本科,某大型互联网公司,互联网,299,2024-03-12 15:00:00
9923,深圳,产品,32.5,5.0,本科,某大型通信网络设备上市公司,通信/网络设备,10000,2024-04-19 12:00:00
9924,深圳,产品,11.0,3.0,大专,深圳致越科技,通信/网络设备,59,2024-11-06 14:00:00
9925,深圳,产品,22.0,3.0,大专,某中型电子商务公司,电子商务,299,2024-03-11 10:00:00
9926,深圳,产品,11.0,1.0,本科,润迅通信,通信/网络设备,5499,2024-03-03 13:00:00
9927,深圳,产品,11.5,3.0,本科,温度信号,旅游/景区,10,2024-03-01 11:00:00
9928,深圳,产品,19.0,3.0,本科,神州信息,计算机软件,10000,2024-08-30 09:00:00
9929,深圳,产品,20.0,1.0,本科,深圳华芯信息技术,家具/家电/家居,299,2024-09-14 01:00:00
9930,深圳,产品,30.0,5.0,大专,神来一笔,电子商务,299,2024-11-23 09:00:00
9931,深圳,产品,7.0,1.0,本科,佰信集团,咨询,299,2024-11-29 14:00:00
9932,深圳,产品,16.0,3.0,本科,国茗茶业,电子商务,299,2024-04-19 10:00:00
9933,深圳,产品,12.5,1.0,大专,易捷通,智能硬件,299,2024-10-10 09:00:00
9934,深圳,产品,22.5,3.0,本科,某小型计算机软件公司,计算机软件,59,2024-08-17 10:00:00
9935,深圳,产品,14.5,1.0,本科,索未来,移动互联网,59,2024-04-24 16:00:00
9936,深圳,产品,65.0,5.0,本科,深圳某大型通信网络设备公司,通信/网络设备,5499,2024-07-30 08:00:00
9937,深圳,产品,27.5,3.0,本科,某半导体公司,半导体/芯片,10,2024-07-15 13:00:00
9938,深圳,产品,15.0,1.0,本科,索隐科技,移动互联网,59,2024-08-13 10:00:00
9939,深圳,产品,27.5,0.0,本科,先阳新能源,新能源,5499,2024-02-08 14:00:00
9940,深圳,产品,6.0,0.0,中专/中技,七度银饰,其他行业,299,2024-10-24 11:00:00
9941,深圳,产品,11.0,3.0,大专,百代亚星,汽车零部件,299,2024-03-24 14:00:00
9942,深圳,产品,16.5,3.0,本科,深圳市博信恒业科...,半导体/芯片,59,2024-05-29 13:00:00
9943,深圳,产品,30.0,3.0,本科,极光通讯,半导体/芯片,59,2024-10-12 17:00:00
9944,深圳,产品,10.5,3.0,大专,左木科技,智能硬件,59,2024-05-07 15:00:00
9945,深圳,产品,12.5,3.0,本科,HKC,通信/网络设备,10000,2024-06-04 14:00:00
9946,深圳,产品,15.5,5.0,本科,软件评测,计算机软件,749,2024-06-09 15:00:00
9947,深圳,产品,7.0,0.0,大专,康锐民实业,进出口贸易,299,2024-03-29 11:00:00
9948,深圳,产品,32.5,5.0,本科,某知名通信上市公司,通信/网络设备,5499,2024-05-10 14:00:00
9949,深圳,产品,20.0,3.0,本科,雅全电子,电子/半导体/集成电路,59,2024-04-26 10:00:00
9950,深圳,产品,27.5,5.0,本科,某大型央企工程施工公司,工程施工,5499,2024-05-11 04:00:00
9951,深圳,产品,20.0,3.0,本科,拓邦股份,其他行业,5499,2024-03-21 13:00:00
9952,深圳,产品,16.5,5.0,本科,泓齐网科,计算机软件,299,2024-05-01 08:00:00
9953,深圳,产品,12.5,3.0,本科,致尚信息,运营商/增值服务,59,2024-06-29 14:00:00
9954,深圳,产品,30.0,3.0,本科,TKFAN,电子/半导体/集成电路,59,2024-05-16 10:00:00
9955,深圳,产品,60.0,5.0,本科,道通科技,智能硬件,5499,2024-06-15 10:00:00
9956,深圳,产品,12.5,1.0,大专,拓网科技,电子商务,59,2024-10-05 23:00:00
9957,深圳,产品,37.5,5.0,本科,比亚迪汽车工业,汽车研发/制造,10000,2024-08-14 17:00:00
9958,深圳,产品,150.0,5.0,本科,某大型计算机服务公司,计算机服务,749,2024-11-24 12:00:00
9959,深圳,产品,30.0,3.0,本科,某中型互联网金融公司,计算机软件,299,2024-06-26 19:00:00
9960,深圳,产品,9.5,5.0,大专,深圳市天合正科技,进出口贸易,59,2024-05-03 14:00:00
9961,深圳,产品,10.5,3.0,大专,加一健康科技,医疗健康,10,2024-03-02 08:00:00
9962,深圳,产品,14.5,3.0,本科,深水创新科技,电子商务,59,2024-05-01 14:00:00
9963,深圳,产品,14.5,1.0,大专,农畉,餐饮,299,2024-12-15 10:00:00
9964,深圳,产品,30.0,5.0,本科,同为股份,通信/网络设备,5499,2024-07-12 10:00:00
9965,深圳,产品,22.5,3.0,本科,坎德拉新能源,新能源,299,2024-08-21 09:00:00
9966,深圳,产品,16.5,3.0,本科,海域科技集团,其他专业服务,299,2024-02-04 15:00:00
9967,深圳,产品,30.0,5.0,本科,万拓科创VANTOP,互联网,749,2024-12-30 08:00:00
9968,深圳,产品,5.5,0.0,学历不限,广东清玉集团,其他金融业,10,2024-08-22 08:00:00
9969,深圳,产品,8.5,1.0,大专,粤吉电子,半导体/芯片,59,2024-03-14 17:00:00
9970,深圳,产品,14.5,1.0,本科,合元,电子/硬件开发,5499,2024-06-10 10:00:00
9971,深圳,产品,22.0,3.0,本科,吉祥星科技,智能硬件,749,2024-04-28 12:00:00
9972,深圳,产品,10.5,1.0,大专,嘀嘀网络,电子商务,10,2024-10-29 16:00:00
9973,深圳,产品,20.0,3.0,本科,平安科技,互联网,10000,2024-08-17 15:00:00
9974,深圳,产品,23.0,1.0,本科,聚睿信息科技,互联网金融,299,2024-07-10 15:00:00
9975,深圳,产品,16.0,1.0,本科,湘聚,自动化设备,299,2024-07-08 14:00:00
9976,深圳,产品,13.5,3.0,大专,跨越速运集团有限公司,物流/仓储,10000,2024-11-14 11:00:00
9977,深圳,产品,22.5,5.0,本科,深圳晨玺逐光科技,互联网,59,2024-01-28 17:00:00
9978,深圳,产品,12.5,1.0,本科,腾讯,互联网,10000,2024-06-17 09:00:00
9979,深圳,产品,25.0,5.0,本科,顺丰集团,互联网,10000,2024-03-25 14:00:00
9980,深圳,产品,85.0,5.0,本科,某中型互联网平台公司,互联网,299,2024-07-08 14:00:00
9981,深圳,产品,6.0,0.0,大专,新创云,电子商务,299,2024-04-02 12:00:00
9983,深圳,产品,12.5,5.0,大专,浩杨电子,半导体/芯片,59,2024-06-01 03:00:00
9984,深圳,产品,25.0,5.0,本科,某机械设备公司,机械设备/机电/重工,59,2024-12-01 13:00:00
9985,深圳,产品,4.5,0.0,大专,博汐晶,电子商务,10,2024-03-18 11:00:00
9986,深圳,产品,7.0,1.0,大专,海盈实业,电子/硬件开发,299,2024-03-31 11:00:00
9987,深圳,产品,25.0,3.0,本科,某大型进出口贸易公司,进出口贸易,299,2024-07-18 11:00:00
9988,深圳,产品,30.0,3.0,本科,云天畅想,互联网,299,2024-06-28 10:00:00
9989,深圳,产品,6.5,1.0,大专,晶思创,原材料及加工/模具,10,2024-06-20 11:00:00
9990,深圳,产品,12.5,0.0,大专,双狼科技,电子商务,59,2024-12-15 14:00:00
9991,深圳,产品,10.0,1.0,本科,悦之鑫,互联网,59,2024-06-29 12:00:00
9992,深圳,产品,22.5,3.0,本科,中环储越,互联网,299,2024-10-09 11:00:00
9993,深圳,产品,20.0,3.0,本科,快递100,生活服务(O2O),299,2024-05-13 10:00:00
9994,深圳,产品,18.5,5.0,本科,诊宝,医疗健康,10,2024-09-02 09:00:00
9995,深圳,产品,12.5,3.0,本科,华源新,计算机软件,59,2024-11-21 11:00:00
9996,深圳,产品,70.0,5.0,大专,河南某大型电子商务公司,电子商务,5499,2024-09-22 12:00:00
9997,深圳,产品,11.0,1.0,大专,悦动贸易,电子商务,59,2024-08-03 08:00:00
9998,深圳,产品,16.5,3.0,本科,闲闲互娱,游戏,299,2024-10-21 10:00:00
9999,深圳,产品,11.0,1.0,本科,金活医药集团,医疗健康,299,2024-05-05 17:00:00
10000,深圳,产品,16.0,0.0,本科,建木柔电,智能硬件,59,2024-04-10 14:00:00
10001,深圳,产品,50.0,5.0,本科,创鑫激光MAX,专用设备,5499,2024-12-18 10:00:00
10002,深圳,产品,40.0,5.0,大专,某大型电子商务公司,电子商务,749,2024-04-28 05:00:00
10003,深圳,产品,32.5,5.0,本科,小彼恩,文化艺术/娱乐,299,2024-10-26 17:00:00
10004,深圳,产品,55.0,5.0,本科,某大型知名家具公司,家具/家电/家居,10000,2024-10-06 12:00:00
10005,深圳,产品,30.0,3.0,本科,时创意,半导体/芯片,749,2024-04-29 12:00:00
10006,深圳,产品,12.5,3.0,本科,深圳尚拓互联网信...,社交网络,59,2024-03-17 08:00:00
10007,深圳,产品,15.0,3.0,大专,鹏利达,半导体/芯片,59,2024-07-03 11:00:00
10008,深圳,产品,12.5,1.0,大专,广西云琳科技有限公司,电子商务,10,2024-11-05 10:00:00
10009,深圳,产品,15.0,1.0,本科,酷宅科技,智能硬件,299,2024-07-01 10:00:00
10010,深圳,产品,25.0,3.0,本科,深圳某中型半导体解决方案公司,半导体/芯片,299,2024-05-19 15:00:00
10011,深圳,产品,12.5,3.0,大专,创意电子,进出口贸易,299,2024-03-07 08:00:00
10012,深圳,产品,28.5,1.0,本科,艾美特,家用电器,5499,2024-07-04 19:00:00
10013,深圳,产品,10.0,1.0,本科,深圳市渊泊科技有...,互联网,10,2024-04-20 17:00:00
10014,深圳,产品,15.0,3.0,本科,欧锘克电子有限公司,仪器仪表/工业自动化,59,2024-07-09 14:00:00
10015,深圳,产品,18.0,3.0,本科,逗娱科技,社交网络与媒体,59,2024-06-25 08:00:00
10016,深圳,产品,35.0,3.0,本科,某大型电子商务公司,电子商务,299,2024-03-17 00:00:00
10017,深圳,产品,50.0,10.0,大专,贝肽斯,电子商务,749,2024-03-14 09:00:00
10018,深圳,产品,50.0,5.0,本科,某中型电子商务公司,电子商务,299,2024-05-25 13:00:00
10019,深圳,产品,12.5,0.0,本科,品创兴,电子商务,59,2024-07-20 07:00:00
10020,深圳,产品,9.5,3.0,大专,金羽科技,电子商务,59,2024-11-25 09:00:00
10021,深圳,产品,12.5,3.0,大专,KY,电子/半导体/集成电路,299,2024-05-03 15:00:00
10022,深圳,产品,8.0,0.0,学历不限,星煜,互联网,10,2024-03-06 14:00:00
10023,深圳,产品,25.0,10.0,本科,尚猫网络,电子商务,59,2024-12-28 09:00:00
10024,深圳,产品,97.5,5.0,本科,某大型知名互联网公司,互联网,10000,2024-06-08 10:00:00
10025,深圳,产品,45.0,5.0,本科,千岸科技,电子商务,749,2024-04-06 17:00:00
10026,深圳,产品,20.0,1.0,本科,蓝禾,智能硬件,5499,2024-01-24 14:00:00
10027,深圳,产品,5.5,1.0,本科,拓邦特,进出口贸易,59,2024-06-30 12:00:00
10028,深圳,产品,25.0,1.0,本科,湘海,电子/半导体/集成电路,299,2024-08-10 12:00:00
